file_name,transcription,age,gender,accent
common_voice_ko_36800754.wav,유서방은 눈 위에서 이리 뛰고 저리 뛰는 검정이를 바라보며 빙글빙글 웃고 있다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800756.wav,한 백 평쯤 되는 못자리에는 논둑이 찰찰 넘치도록 물이 잡혔다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800759.wav,모든 국민은 보건에 관하여 국가의 보호를 받는다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800760.wav,찬란한 문화로 자라난,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800761.wav,이 한마디는 그의 마지막 소망까지 끊어 버렸다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800762.wav,기름이 졸아붙은 남폿불을 돋워 가며 잠을 이루지 못하는 겨울 밤은 길기도 길었다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800763.wav,옥점 어머니는 뭐라고 대답을 하려다가 그만 참았다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800764.wav,그는 천천히 삼청동 비탈길을 내려오기 시작하였다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_36800765.wav,영신은 건배의 아낙이 이고 나온 묵직한 함지박을 받아 내려놓는다.,twenties,male_masculine,사투리가 조금 있는
common_voice_ko_40620768.wav,금방 후회를 하고 거울을 집어 들었다.,twenties,female_feminine,Ukrainian
common_voice_ko_40620769.wav,그리고 이서방이 없는 동안에 자기가 당한 일을 얼핏 생각하였다.,twenties,female_feminine,Ukrainian
common_voice_ko_40620770.wav,들려요.,twenties,female_feminine,Ukrainian
common_voice_ko_40620774.wav,김첨지는 취중에도 설렁탕을 사가지고 집에 다다랐다,twenties,female_feminine,Ukrainian
common_voice_ko_40620778.wav,사실이에요.,twenties,female_feminine,Ukrainian
common_voice_ko_40620801.wav,"죄송해요, 아버지.",twenties,female_feminine,Ukrainian
common_voice_ko_40620807.wav,드디어!,twenties,female_feminine,Ukrainian
common_voice_ko_40620812.wav,이상하지 않아?,twenties,female_feminine,Ukrainian
common_voice_ko_40620813.wav,"아, 해장국이나 먹자니까 이 시간에 뭔 운동이야",twenties,female_feminine,Ukrainian
common_voice_ko_40620847.wav,그것은 마시면 마실수록 목이 말라진다.,twenties,female_feminine,Ukrainian
common_voice_ko_40620849.wav,약속하지?,twenties,female_feminine,Ukrainian
common_voice_ko_38383607.wav,그러나 또 얼마나 불행하랴.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383609.wav,그러나 그 웃음 소리들이 사라지기 전에 김 첨지는 훌쩍훌쩍 울기 시작하였다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383612.wav,아직도 컴컴하므로 분명치는 않으나 그 윤곽과 키를 짐작하여 첫째인 것을 알았다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383613.wav,가로등에 비치어 떨어지는 눈송이는 마치 여름날 전등불을 싸고 날아드는 하루살이떼 같았다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383614.wav,첫째는 물끄러미 그의 뒷모양을 바라보다가 그가 산모퉁이를 지나간 후에 들어왔다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383615.wav,그리고 그의 독특한 덧니가 입술 새로 뾰죽 내밀었다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383618.wav,여자가 그 나무를 본즉,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383619.wav,뒤설레는 마음을 진정하느라고 몸둘 곳을 몰라하는 동혁을 쳐다본다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383620.wav,네 생각에는 무엇이 더 천행이었겠느냐?,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383622.wav,있습니다. 있어요.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383626.wav,저는 당신을 다시 만나 뵈 올 수가 없어요.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383629.wav,흥선이 온 것을 이제사 알았다는 표정이었다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383630.wav,동혁은 확실한 대답을 아니 하고 집으로 내려갔다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383631.wav,남산 위에 저 소나무 철갑을 두른 듯,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383632.wav,너들 사람 잘못 봤다고!,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383634.wav,나를 낳어 준 고향버덤두 더 정이 들었고요.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383635.wav,일어서더니 윗간으로 올라가 턱 누워 버린다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383636.wav,언제든지 면하지 못하는 것은 이 비애이다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_38383637.wav,그는 생각지 않은 웃음이 픽 하고 나왔다.,twenties,male_masculine,"충청도,조용한"
common_voice_ko_37211921.wav,애완동물을 기르는 인구가 전체 인구의 사 분의 일이 되었습니다.,twenties,male_masculine,서울
common_voice_ko_37211924.wav,기천이는 맨 나중에 단장을 짚고 기엄기엄 올라왔다.,twenties,male_masculine,서울
common_voice_ko_37211925.wav,시간 재고 잠복기를 줄이려고요,twenties,male_masculine,서울
common_voice_ko_37211926.wav,영신은 그 장면이 머릿속에 떠오르기만 해도 가슴이 설레고 얼굴이 화끈화끈 달았다.,twenties,male_masculine,서울
common_voice_ko_37211929.wav,그러던 터에 오늘은 편지를 뜯어 보고 동혁은 적지 않이 놀랐다.,twenties,male_masculine,서울
common_voice_ko_37211933.wav,신철이는 시멘트 포대와 함께 넘어졌다가 일어났다.,twenties,male_masculine,서울
common_voice_ko_37211936.wav,신철이는 우미관 앞에서 오 전짜리 우동 두 그릇을 사먹고 나서야 기운이 났다.,twenties,male_masculine,서울
common_voice_ko_37211937.wav,휘어잡는 소매를 뿌리치며 일어설 용기가 나지를 않았다.,twenties,male_masculine,서울
common_voice_ko_37211940.wav,며칠 후 선비 어머니는 마침내 세상을 떠나고 말았다.,twenties,male_masculine,서울
common_voice_ko_37211941.wav,김첨지는 어랍시요 하고 물러섰다.,twenties,male_masculine,서울
common_voice_ko_37211943.wav,제 그곳을 지배하는 무시무시한 정적,twenties,male_masculine,서울
common_voice_ko_37211944.wav,버들껑 하는 동작과 함께 날카로운 소리가 독살스러운 땡비같이 나의 귀를 툭 쏘았다.,twenties,male_masculine,서울
common_voice_ko_37211945.wav,한참 후에 그는 바느질 그릇을 들고 내려와서 등불을 마주 앉으며 일감을 들었다.,twenties,male_masculine,서울
common_voice_ko_37211946.wav,신철이도 그의 뒤를 따라 막으로 올라갔다.,twenties,male_masculine,서울
common_voice_ko_37211958.wav,평소에는 성이 난 사람처럼 뚜웅허니 남하고 수작 하기도 싫어하면서 술만 들어가면 불평이 쏟아진다.,twenties,male_masculine,서울
common_voice_ko_37211959.wav,그때 저편에서 회중전등이 번쩍 하고 이리로 왔다.,twenties,male_masculine,서울
common_voice_ko_37211971.wav,그는 이러한 생각을 하며 쌀항아리를 다시금 들여다보았다.,twenties,male_masculine,서울
common_voice_ko_37211972.wav,하루에 세 시간을 걸으면 칠 년 후에 지구를 한바퀴 돌 수 있다.,twenties,male_masculine,서울
common_voice_ko_37211988.wav,사별한 첫째 부인 사이에서는 자식이 아예 없었고,twenties,male_masculine,서울
common_voice_ko_37211989.wav,내가 땅에서 피하며 유리하는 자가 될찌라,twenties,male_masculine,서울
common_voice_ko_37212000.wav,그 순간 신철이는 물 속에 잠겨 흔들리던 달이 휙 지나친다.,twenties,male_masculine,서울
common_voice_ko_37212010.wav,그 오라질 년이 밥을 죽이지.,twenties,male_masculine,서울
common_voice_ko_37212011.wav,마른침을 삼키며 다음 순서를 기다린다.,twenties,male_masculine,서울
common_voice_ko_37212020.wav,그녀는 유아 치고는 매우 밝습니다.,twenties,male_masculine,서울
common_voice_ko_37212021.wav,언뜻 깨달으니 김첨지는 인력거를 쥔 채 길 한복판에 엉거주춤 멈춰 있지 않은가.,twenties,male_masculine,서울
common_voice_ko_37212023.wav,영숙은 이미 자기를 떠나 옛날에 그 사람에게로 돌아갔다.,twenties,male_masculine,서울
common_voice_ko_37159811.wav,김첨지는 구걸하는 거지나 무엇같이 연해연방 그의 기색을 살폈다,twenties,male_masculine,reading book
common_voice_ko_37159812.wav,일평생의 고락을 같이 할 맹세까지 했던가.,twenties,male_masculine,reading book
common_voice_ko_37159814.wav,그는 춘우가 거의 시골 사람같이 된 것을 보았다.,twenties,male_masculine,reading book
common_voice_ko_37159816.wav,그리고 그가 첫째라면 선비는 서슴지 않고 그의 몸에 피로해진 자신의 몸뚱이를 맡기고 싶었다.,twenties,male_masculine,reading book
common_voice_ko_37159817.wav,그만하고 이리와,twenties,male_masculine,reading book
common_voice_ko_37159818.wav,면장은 명령하듯 하고 회장석에다 기천을 앉혔다.,twenties,male_masculine,reading book
common_voice_ko_37159819.wav,대저 여호와는 지혜를 주시며 지식과 명철을 그 입에서 내심이며,twenties,male_masculine,reading book
common_voice_ko_37159820.wav,친구의 통책은 충성에서 말미암은 것이나 원수의 자주 입맞춤은 거짓에서 난 것이니라,twenties,male_masculine,reading book
common_voice_ko_37159821.wav,앞으로 다섯 해 안에는 결혼을 안 헌다구 장담을 허더니 허는 수 있나.,twenties,male_masculine,reading book
common_voice_ko_37159822.wav,망국에 이르렀다고,twenties,male_masculine,reading book
common_voice_ko_37159824.wav,내가 바라보고 서 있는 곳을 덜달아 쳐다본다.,twenties,male_masculine,reading book
common_voice_ko_37159826.wav,그리고 아까 그의 아버지 가하던 말을 다시 곰곰이 생각하였다.,twenties,male_masculine,reading book
common_voice_ko_37159827.wav,처음 보는 얼굴인데,twenties,male_masculine,reading book
common_voice_ko_37159828.wav,자기의 손으로 지은 학원 하나를 붙잡으려고 온갖 고생을 참아 왔습니다.,twenties,male_masculine,reading book
common_voice_ko_37159829.wav,그럼요 확실하죠,twenties,male_masculine,reading book
common_voice_ko_37159830.wav,자기를 살려 준 은인이나 무엇같이 고맙기도 하였다.,twenties,male_masculine,reading book
common_voice_ko_37159831.wav,그리고 등에 진 흙짐이 흡사히 벽돌 같아 등허리에서 땀이 버쩍 났다.,twenties,male_masculine,reading book
common_voice_ko_37159832.wav,그 중에서 손님을 물색하는 김첨지의 눈엔 양머리에 뒤축 높은 구두를 신였다,twenties,male_masculine,reading book
common_voice_ko_37159833.wav,그는 기침을 하고 휘 돌아본 후에 말을 꺼냈다.,twenties,male_masculine,reading book
common_voice_ko_37159836.wav,진짜 음원 사재기하는 놈들은 쓰레기 그 자체다.,twenties,male_masculine,reading book
common_voice_ko_37159837.wav,"아, 발이라도 닦고 들어가!",twenties,male_masculine,reading book
common_voice_ko_37159838.wav,떨어진 삿자리 밑에서 나온 먼지내 빨지 않은 기저귀에서 나는 똥내와 오줌내,twenties,male_masculine,reading book
common_voice_ko_37159839.wav,물결이 솟고 배가 깨지고 굳세고 무서운 소리가 들린 연후에야 다시 고요하여질 것이다.,twenties,male_masculine,reading book
common_voice_ko_37159843.wav,왜 이리우,twenties,male_masculine,reading book
common_voice_ko_37159845.wav,변변치는 않으나마 오르간 하나를 준비하여 두고,twenties,male_masculine,reading book
common_voice_ko_36545184.wav,선비는 약간 웃음을 띠며 머리를 푹 숙인다.,thirties,male_masculine,Seoul
common_voice_ko_36545185.wav,신철이 역시 간난이가 먼저 말하기 전에는 아무러한 눈치도 간난이에게 보이지 않을 모양이다.,thirties,male_masculine,Seoul
common_voice_ko_36545186.wav,그러다가는 다시 의혹이 생기기 시작 하였다.,thirties,male_masculine,Seoul
common_voice_ko_36545187.wav,엘지가 스마트폰 사업을 철수하면서 제한적으로 가능했던 부트로더 언락 서비스도 중단되었습니다.,thirties,male_masculine,Seoul
common_voice_ko_36545188.wav,사죄할 만큼 내가 춘우에게 부족히 한 것이 무엇이냐.,thirties,male_masculine,Seoul
common_voice_ko_36545189.wav,하며 아까 쓰러질 때처럼 오른편 아랫배를 움켜쥐며 지독한 고통을 참느라고 입살을 깨문다.,thirties,male_masculine,Seoul
common_voice_ko_36545191.wav,백두산 기상을 다 안고,thirties,male_masculine,Seoul
common_voice_ko_36545192.wav,무슨 흥이나 날 때에는 피아노에 가서 한 곡조 두드리는 재미도 또한 괜찮았습니다.,thirties,male_masculine,Seoul
common_voice_ko_36545196.wav,이마와 뺨에 입을 맞추어 주었다.,thirties,male_masculine,Seoul
common_voice_ko_36545197.wav,영신은 승객들에게 밀려서 동혁이가 걸터앉은 데까지 와서는 손잡이를 붙들고 섰다.,thirties,male_masculine,Seoul
common_voice_ko_36545198.wav,그 틈에 주전자 뚜껑은 또 소리 없이 열렸다.,thirties,male_masculine,Seoul
common_voice_ko_36545199.wav,투표 방법에 대해서 설명드리겠습니다.,thirties,male_masculine,Seoul
common_voice_ko_36545200.wav,아무 데도 얽매이지 않는 몸을 오로지 농촌사업에다만 바치리라.,thirties,male_masculine,Seoul
common_voice_ko_36545201.wav,형사가 잠깐 돌아선 사이에 동혁은 영신의 손을 덥석 잡았다.,thirties,male_masculine,Seoul
common_voice_ko_36545202.wav,그는 언제나 컴컴해서 일어나 나가곤 하였던 것이다.,thirties,male_masculine,Seoul
common_voice_ko_36545209.wav,그때에 그는 어머니와 그가 살던 아랫 마을 집이 문득 생각히었다.,thirties,male_masculine,Seoul
common_voice_ko_36545211.wav,"기껀 밥 처먹구 무슨 관격이야, 남의 농사 버려주면 이자식아 징역간다 봐라!",thirties,male_masculine,Seoul
common_voice_ko_36545212.wav,삼가 말씀에 주의하는 자는 좋은 것을 얻나니 여호와를 의지하는 자가 복이 있느니라,thirties,male_masculine,Seoul
common_voice_ko_36545213.wav,악을 행하기를 꾀하는 자를 일컬어 사특한 자라 하느니라,thirties,male_masculine,Seoul
common_voice_ko_36545219.wav,다시 살아날 자신이 있는 듯이 가냘픈 미소를 띠어 보인다.,thirties,male_masculine,Seoul
common_voice_ko_36545220.wav,저의 전보를 보고 그렇게 많이들 나왔을 줄은 몰랐다.,thirties,male_masculine,Seoul
common_voice_ko_36545222.wav,분홍빛 수건을 내어 방으로 들어앉는 신철의 무릎에 던진다.,thirties,male_masculine,Seoul
common_voice_ko_36545223.wav,그리고 이서방의 몸이 불편하다는 것을 깨달았다.,thirties,male_masculine,Seoul
common_voice_ko_36545224.wav,선비는 놀라 덕호를 바라보다 머리를 숙인다.,thirties,male_masculine,Seoul
common_voice_ko_36545225.wav,혀 곱은 소리로 덕호는 이렇게 말하였다.,thirties,male_masculine,Seoul
common_voice_ko_36545228.wav,굴다리 밑으로 오라고 해서 갔더니 아무도 없잖아?,thirties,male_masculine,Seoul
common_voice_ko_36545229.wav,그리고 용연의 원소가 떠오르고 선비가 눈결에 지나쳤다.,thirties,male_masculine,Seoul
common_voice_ko_36545230.wav,달이라고는 이름 뿐이요.,thirties,male_masculine,Seoul
common_voice_ko_36545231.wav,활활 다는 가마 속에 그의 몸뚱이를 넣고 달달 볶는 것 같았다.,thirties,male_masculine,Seoul
common_voice_ko_36545232.wav,그는 제게 햇빛이고 공기였어요,thirties,male_masculine,Seoul
common_voice_ko_36545233.wav,그러므로 할멈과 선비는 밤에도 맘놓고 자지를 못하고 방에 불을 끄지 못하였다.,thirties,male_masculine,Seoul
common_voice_ko_36545234.wav,이 자라야 한다는 것은 내가 아니라 내 아내가 될 점순이의 키 말이다.,thirties,male_masculine,Seoul
common_voice_ko_36545236.wav,횡단보도를 건널 때는 신호등을 확인해요.,thirties,male_masculine,Seoul
common_voice_ko_36545237.wav,말하자면 죄는 기회에 있는데 기회라는 무형물은 벌을 할 수가 없으니깐,thirties,male_masculine,Seoul
common_voice_ko_36545238.wav,이같이 하나님이 그 사람을 쫓아 내시고,thirties,male_masculine,Seoul
common_voice_ko_36545239.wav,면장과 구장은 기천의 소매를 끌어들인다.,thirties,male_masculine,Seoul
common_voice_ko_36545240.wav,옆의 동무는 선비의 귀에다 입을 대었다.,thirties,male_masculine,Seoul
common_voice_ko_36545242.wav,선비는 할 수 없음을 알고 부엌으로 나와서 물을 끓여 가지고 들어왔다.,thirties,male_masculine,Seoul
common_voice_ko_36545246.wav,웃기 잘하는 여공은 킥킥 웃으며 이불 속으로 손을 넣어 꾹 찔렀다.,thirties,male_masculine,Seoul
common_voice_ko_36545248.wav,국회의원은 법률이 정하는 직을 겸할 수 없다.,thirties,male_masculine,Seoul
common_voice_ko_36545254.wav,학교는 교육과정을 자의적으로 운영하거나 학생에게 임의적인 교내외 행사 참석을 강요하여서는 아니 된다.,thirties,male_masculine,Seoul
common_voice_ko_36545255.wav,네 생각은 네 말이 된다.,thirties,male_masculine,Seoul
common_voice_ko_36545256.wav,내가 모략과 지식의 아름다운 것을 기록하여,thirties,male_masculine,Seoul
common_voice_ko_36545257.wav,아담에게 이르시되,thirties,male_masculine,Seoul
common_voice_ko_36545258.wav,옥점의 뒤를 따라 들어오는 낯모를 양복쟁이는 모녀를 바라보며 머뭇머뭇 하고 섰다.,thirties,male_masculine,Seoul
common_voice_ko_36545264.wav,관대한 어린 손님은 이런 말을 남기고 총총히 옷도 입고 짐도 챙기러 갈 데로 갔다.,thirties,male_masculine,Seoul
common_voice_ko_36545265.wav,동산 각종 나무의 실과는 네가 임의로 먹되,thirties,male_masculine,Seoul
common_voice_ko_36545267.wav,그나마 부두노동에 있어서는 신철이가 맡았던 붉은 끈이 제일 임금이 많은 듯하였다.,thirties,male_masculine,Seoul
common_voice_ko_36545268.wav,쫓겨난 사람에게는 부모도 없고 형제도 없는 것이야.,thirties,male_masculine,Seoul
common_voice_ko_36545269.wav,그들은 뜻하지 않은 한숨이 후 나왔다.,thirties,male_masculine,Seoul
common_voice_ko_36545270.wav,첫째 어머니는 부엌으로 나가서 나무 한 뭇을 더 넣고 들어왔다.,thirties,male_masculine,Seoul
common_voice_ko_36545272.wav,영신은 불을 뜨뜻이 때어 놓은 아랫목에 가 턱 쓰러졌다.,thirties,male_masculine,Seoul
common_voice_ko_36545273.wav,선비는 어서 말이 끝나기를 기다리나 감독은 이런 부실한 말만 자꾸 늘어놓는다.,thirties,male_masculine,Seoul
common_voice_ko_36552124.wav,먹음직도 하고 보암직도 하고 지혜롭게 할만큼 탐스럽기도 한 나무인지라,thirties,male_masculine,Seoul
common_voice_ko_36552127.wav,그리고 어머니가 하던 말이 얼핏 생각힌다.,thirties,male_masculine,Seoul
common_voice_ko_36552128.wav,그러나 그 소리는 확실히 선비의 가슴 복판을 찔러 주었다.,thirties,male_masculine,Seoul
common_voice_ko_35850231.wav,그리고 선비의 그 고운 얼굴이 미소를 띠고 지나치는 것을 그는 확실히 보았다.,thirties,male_masculine,Seoul
common_voice_ko_35850233.wav,우리들은 각각 제 길 닦기에 바쁜 사람이라,thirties,male_masculine,Seoul
common_voice_ko_35850234.wav,나의 교훈을 받지 아니하고 나의 모든 책망을 업신여겼음이라,thirties,male_masculine,Seoul
common_voice_ko_35850365.wav,개천에서 용 난다,thirties,male_masculine,Seoul
common_voice_ko_35850368.wav,나는 그 알레그로가 울리어 나오는 순간 마음은 끝까지 긴장되고 흥분되었습니다.,thirties,male_masculine,Seoul
common_voice_ko_35850370.wav,선비가 이 공장에 들어온 지가 벌써 거의 일년이 되어 온다.,thirties,male_masculine,Seoul
common_voice_ko_35850371.wav,그리할 때마다 영숙은 서랍을 열고 상자 속에 넣어 두었던 패물낱을 들고 나갔다.,thirties,male_masculine,Seoul
common_voice_ko_35850372.wav,벌써부터 이런 생각을 가졌으나 용이하게 기회를 타는 수가 없었다.,thirties,male_masculine,Seoul
common_voice_ko_35850420.wav,그는 종잇조각과 연필을 내어 신철에게 무엇을 써서 보였다.,thirties,male_masculine,Seoul
common_voice_ko_35850422.wav,재판의 심리와 판결은 공개한다.,thirties,male_masculine,Seoul
common_voice_ko_35850423.wav,헌법재판소 재판관은 정당에 가입하거나 정치에 관여할 수 없다.,thirties,male_masculine,Seoul
common_voice_ko_35850425.wav,이번엔 제법 목소리가 패인 남학생의 질문이 들어왔다.,thirties,male_masculine,Seoul
common_voice_ko_35850426.wav,한번의 실패와 영원한 실패를 혼동하지 마라.,thirties,male_masculine,Seoul
common_voice_ko_35850466.wav,방망이 소리는 그가 걸을수록 점점 희미하게 들렸다.,thirties,male_masculine,Seoul
common_voice_ko_35850472.wav,모든 국민은 학문과 예술의 자유를 가진다.,thirties,male_masculine,Seoul
common_voice_ko_35850476.wav,학생 또는 보호자는 학생 본인에 관한 학교 기록을 언제든지 열람할 권리를 가진다.,thirties,male_masculine,Seoul
common_voice_ko_35850516.wav,그는 담 밑에 착 붙어 섰다.,thirties,male_masculine,Seoul
common_voice_ko_35850517.wav,"사랑은 말이지, 소유하는 게 아니야.",thirties,male_masculine,Seoul
common_voice_ko_35850518.wav,효애는 여전히 뭐라고 소곤소곤 이야기를 하였다.,thirties,male_masculine,Seoul
common_voice_ko_35850519.wav,점심 뒤에 회원들은 잡담을 하며 잠시 쉬었다.,thirties,male_masculine,Seoul
common_voice_ko_35850520.wav,영신은 그제야 그전에 백씨의 집에서 들은 동혁의 말을 되풀이하듯 하였다.,thirties,male_masculine,Seoul
common_voice_ko_35850616.wav,세상에 나의 마음을 알아 주는 사람이 어디 있어야죠.,thirties,male_masculine,Seoul
common_voice_ko_35850617.wav,옥점이는 눈에 웃음을 가득히 띠고 신철이를 쳐다보았다.,thirties,male_masculine,Seoul
common_voice_ko_35850619.wav,부르짖으며 저 혼자 감격하는 것이었다.,thirties,male_masculine,Seoul
common_voice_ko_35850620.wav,두 아들은 방 속에다 죽은 그 아버지의 송장을 제쳐놓고 서로 잡아삼킬 듯이 다투고 있었습니다.,thirties,male_masculine,Seoul
common_voice_ko_35850623.wav,간수의 호통소리에 그의 가슴은 푸르르 떨렸다.,thirties,male_masculine,Seoul
common_voice_ko_35850705.wav,여자가 뱀에게 말하되 동산 나무의 실과를 우리가 먹을 수 있으나,thirties,male_masculine,Seoul
common_voice_ko_35850706.wav,국가는 국가표준제도를 확립한다.,thirties,male_masculine,Seoul
common_voice_ko_35850708.wav,다른 누구에게도 의지하지 말고 오직 그대 혼자의 힘으로 하라.,thirties,male_masculine,Seoul
common_voice_ko_35850710.wav,까불이는 의자를 버쩍 들어 옮겨 놔주었다.,thirties,male_masculine,Seoul
common_voice_ko_35850711.wav,그가 좋아할 때마다 이런 버릇이 있었다.,thirties,male_masculine,Seoul
common_voice_ko_35850745.wav,그는 머리를 냉정히 하여 보려고 애를 썼다.,thirties,male_masculine,Seoul
common_voice_ko_35850746.wav,탄핵결정은 공직으로부터 파면함에 그친다.,thirties,male_masculine,Seoul
